Chr	CLASS	POS	EE_A1	EE_A2
chr1	0	55888017	0	0
chr1	0	191998054	0	0
chr1	1	147579016	1	0
chr1	0	94836607	0	0
chr1	1	19512621	0	0
chr1	0	140067485	0	1
chr1	1	74548678	0	1
chr1	1	180194255	0	0
chr1	0	119408837	0	0
chr1	0	84124782	0	1
chr1	1	61421219	0	0
chr1	0	145153696	0	0
chr1	0	92370662	1	0
chr1	1	62584927	0	0
chr1	1	162064100	1	0
chr1	1	66015505	1	0
chr1	1	178880354	0	0
chr1	1	184702964	0	0
chr1	1	162001799	1	0
chr1	0	140884683	0	0
chr1	1	9292725	0	0
chr1	0	195270823	0	0
chr1	0	129456140	0	0
chr1	1	71026207	0	1
chr1	1	234835291	0	0
chr1	0	245679652	0	1
chr1	1	151772382	0	0
chr1	0	85790542	0	0
chr1	0	71318228	0	0
chr1	1	158617176	0	0
chr1	0	230481695	0	1
chr1	0	182588679	0	1
chr1	1	161600161	1	0
chr1	1	205673662	0	0
chr1	1	41772860	0	0
chr1	1	109274570	0	1
chr1	0	145057891	0	0
chr1	1	72122975	0	0
chr1	1	220015795	0	0
chr1	1	212626528	0	1
chr1	0	94523997	0	0
chr1	0	185662301	0	0
chr1	1	21626391	0	0
chr1	0	141218809	0	1
chr1	0	110443177	1	0
chr1	0	71811350	1	0
chr1	0	183374662	0	0
chr1	1	163769110	1	0
chr1	0	101644094	0	0
chr1	0	206269663	0	0
chr1	1	54383167	0	0
chr1	1	67237759	0	0
chr1	0	114904552	0	0
chr1	1	97524780	0	0
chr1	1	214963879	0	0
chr1	0	39600738	0	1
chr1	1	153175521	0	0
chr1	0	240294396	1	1
chr1	1	219121228	0	0
chr1	0	148214909	0	0
chr1	0	914030	0	0
chr1	0	50495073	0	0
chr1	1	196699231	0	1
chr1	0	210675705	1	0
chr1	1	200366447	0	0
chr1	1	65677361	0	0
chr1	0	112267425	0	1
chr1	0	63428322	0	0
chr1	1	219562721	0	0
chr1	1	12039288	0	0
chr1	1	109497831	0	0
chr1	0	124243487	1	0
chr1	1	6219310	0	0
chr1	1	51045270	0	0
chr1	1	73302339	1	0
chr1	1	109255141	0	0
chr1	1	203367680	0	0
chr1	0	20733511	0	0
chr1	1	22123994	0	1
chr1	0	24338734	0	0
chr1	0	124469609	0	1
chr1	0	12296915	0	0
chr1	1	26508469	1	0
chr1	1	66225622	0	0
chr1	1	107816883	0	0
chr1	0	77398896	0	0
chr1	0	176786013	0	0
chr1	0	124509162	0	0
chr1	0	228671188	0	0
chr1	0	119453592	0	0
chr1	0	182104211	1	0
chr1	1	206781696	0	1
chr1	0	224300893	1	0
chr1	0	79344711	1	0
chr1	0	217995501	0	0
chr1	0	143107773	0	0
chr1	0	142868606	0	0
chr1	0	232528661	0	0
chr1	0	167254509	0	0
chr1	0	19766765	1	0
chr1	0	235794158	0	0
chr1	0	214144973	0	0
chr1	0	62999128	0	0
chr1	1	62503731	0	0
chr1	0	41239221	0	1
chr1	0	182348597	0	1
chr1	0	236589276	0	0
chr1	0	103025593	0	0
chr1	0	117999523	0	1
chr1	1	169262754	0	0
chr1	1	111838484	0	0
chr1	1	5277211	1	0
chr1	1	62590441	0	0
chr1	1	167458010	0	0
chr1	1	179991419	0	0
chr1	1	154449591	0	1
chr1	0	65107077	0	0
chr1	1	150986360	0	1
chr1	0	112809541	0	0
chr1	0	168137564	0	0
chr1	1	8444998	0	0
chr1	1	203685993	1	0
chr1	1	65445836	1	0
chr1	0	177782202	0	0
chr1	0	4840258	0	0
chr1	1	164560429	0	0
chr1	1	103935583	0	0
chr1	1	3063713	0	0
chr1	1	75631359	1	0
chr1	1	22123994	1	0
chr1	0	119574454	0	0
chr1	0	86468656	0	1
chr1	0	85141557	0	1
chr1	1	197774376	0	0
chr1	1	119846799	0	1
chr1	1	154155073	0	1
chr1	0	71188582	0	0
chr1	0	68203152	1	0
chr1	0	14029963	0	0
chr1	1	57896451	0	0
chr1	1	118583612	0	0
chr1	0	72518949	0	0
chr1	0	149135790	0	0
chr1	1	109278889	0	0
chr1	0	32796644	0	0
chr1	0	33876402	1	0
chr1	0	13250297	0	0
chr1	1	212446872	0	1
chr1	0	210021700	0	0
chr1	0	107663331	0	1
chr1	0	89304148	0	0
chr1	0	104020077	0	0
chr1	0	151565656	0	0
chr1	1	159204893	1	0
chr1	1	177929986	1	0
chr1	0	176907290	0	0
chr1	1	150611627	1	1
chr1	1	62583880	0	0
chr1	1	66554757	1	0
chr1	0	225214235	0	0
chr1	0	109744120	0	0
chr1	1	73051744	0	0
chr1	1	43465067	0	1
chr1	0	5318338	1	0
chr1	1	161509020	0	1
chr1	1	35216137	0	0
chr1	1	236097344	0	0
chr1	1	154726721	0	0
chr1	1	198601992	0	0
chr1	1	204348027	1	0
chr1	1	219580167	0	0
chr1	0	201942038	1	0
chr1	0	112270310	0	0
chr1	1	184772187	0	0
chr1	1	169130857	0	0
chr1	0	192932266	0	0
chr1	1	112587437	1	0
chr1	1	224465895	1	1
chr1	0	141757874	0	0
chr1	0	101700936	0	1
chr1	0	172149663	0	0
chr1	0	152350025	0	0
chr1	1	183313440	0	1
chr1	1	29159616	0	0
chr1	0	205394418	0	0
chr1	0	223653536	0	1
chr1	1	173899817	0	0
chr1	0	218893101	0	1
chr1	1	247549001	0	0
chr1	1	227383412	0	0
chr1	0	155452133	0	0
chr1	0	127056929	0	0
chr1	0	189311363	0	0
chr1	0	25721641	0	1
chr1	0	221793439	1	0
chr1	0	87350959	0	0
chr1	0	205401650	0	0
chr1	0	82672301	0	1
chr1	1	72284165	0	1
chr1	1	15723975	1	1
chr1	0	2616486	0	1
chr1	1	240433914	1	0
chr1	0	224641756	0	0
chr1	1	220796686	1	0
chr1	0	169114567	0	1
chr1	0	85428853	1	1
chr1	1	234717312	0	0
chr1	1	65807607	0	0
chr1	1	156115584	0	1
chr1	0	132241961	0	0
chr1	0	192892296	0	0
chr1	0	135626015	0	1
chr1	1	192805347	0	0
chr1	0	161003815	0	0
chr1	1	237735135	0	1
chr1	1	201891888	0	0
chr1	1	150611627	0	1
chr1	1	220809675	0	0
chr1	0	181328813	0	0
chr1	0	135745527	0	0
chr1	0	219244414	0	0
chr1	0	230077232	1	0
chr1	1	179814032	0	0
chr1	0	57607468	0	0
chr1	1	39336143	1	1
chr1	1	201362426	0	1
chr1	0	147785968	0	0
chr1	1	222649657	0	0
chr1	0	48732929	0	0
chr1	1	162456661	1	1
chr1	0	200914467	0	0
chr1	1	196662999	0	0
chr1	1	41383668	1	0
chr1	1	90724174	0	0
chr1	0	44573122	1	0
chr1	0	246912321	0	0
chr1	0	179995896	0	0
chr1	1	213985913	0	0
chr1	1	183035199	0	0
chr1	1	207837896	0	0
chr1	0	35982771	0	1
chr1	0	17213592	0	0
chr1	1	172198086	0	0
chr1	1	205727487	0	0
chr1	1	101283201	0	0
chr1	0	112668112	0	0
chr1	0	190535088	0	0
chr1	0	80302338	0	0
chr1	0	148358310	0	0
chr1	0	171962217	0	0
chr1	0	99682298	0	0
chr1	0	190352850	0	1
chr1	1	161167053	1	0
chr1	1	177920345	0	0
chr1	0	167047749	0	0
chr1	1	47474408	0	0
chr1	1	247559286	1	0
chr1	0	38040018	0	1
chr1	1	118915494	0	0
chr1	1	236411048	0	0
chr1	0	178701723	0	1
chr1	0	238332722	0	0
chr1	0	169676231	0	0
chr1	0	175041000	1	0
chr1	1	182052669	0	1
chr1	1	109275684	0	1
chr1	1	8460428	1	1
chr1	1	19423058	0	0
chr1	0	141929909	0	0
chr1	0	112952178	1	1
chr1	1	227166834	1	0
chr1	0	177575141	0	0
chr1	1	12601409	0	0
chr1	1	165150555	0	0
chr1	0	182721565	0	1
chr1	0	10227971	0	0
chr1	1	219580167	0	0
chr1	0	75118437	1	0
chr1	1	62658794	0	0
chr1	0	40372240	0	0
chr1	1	219575442	1	1
chr1	1	218514453	0	0
chr1	1	1697467	1	0
chr1	1	15972817	0	1
chr1	1	17087404	0	0
chr1	1	56147380	1	1
chr1	0	35306640	0	0
chr1	1	115671658	1	1
chr1	1	56928505	0	0
chr1	0	66019206	0	0
chr1	1	28993501	0	0
chr1	0	1048981	1	1
chr1	1	170627117	0	0
chr1	0	47681795	0	1
chr1	0	69712717	0	0
chr1	0	181072172	0	0
chr1	1	113834946	0	1
chr1	0	176817130	0	0
chr1	1	243369971	0	0
chr1	0	199644458	0	0
chr1	0	205795134	0	0
chr1	1	24697139	0	0
chr1	1	53451770	0	0
chr1	0	227706248	1	0
chr1	1	30214980	0	0
chr1	0	200172336	0	0
chr1	0	148829859	1	0
chr1	0	17014563	0	0
chr1	0	56897638	0	0
chr1	1	72263459	0	0
chr1	1	196706731	0	0
chr1	1	65824341	1	0
chr1	1	119062604	0	1
chr1	0	161657642	0	1
chr1	0	2691113	0	0
chr1	1	157699488	0	0
chr1	1	162143176	0	0
chr1	0	92559070	0	0
chr1	0	151167550	0	0
chr1	0	53634062	0	0
chr1	1	61648730	0	0
chr1	0	139485984	0	1
chr1	1	177920345	0	1
chr1	0	7764542	0	0
chr1	1	3802028	0	0
chr1	1	34118792	0	0
chr1	0	46002253	1	1
chr1	1	230159169	0	0
chr1	1	219377640	0	1
chr1	1	200174314	0	1
chr1	1	71067604	0	0
chr1	0	192964597	1	0
chr1	1	66730093	0	0
chr1	1	207848946	0	1
chr1	0	123962760	0	0
chr1	1	31359023	0	0
chr1	1	170211197	0	0
chr1	1	201629787	0	0
chr1	0	53345295	1	0
chr1	0	5574017	0	0
chr1	0	13998224	1	0
chr1	1	181570611	0	1
chr1	1	95710380	0	0
chr1	1	115910179	0	0
chr1	0	240050503	1	0
chr1	1	184572468	0	0
chr1	1	111197723	0	0
chr1	0	196739031	1	0
chr1	1	217047232	0	1
chr1	0	196314463	0	0
chr1	0	248527216	0	1
chr1	0	28901766	0	0
chr1	1	26011167	0	1
chr1	1	203688474	0	0
chr1	1	198690883	1	0
chr1	1	213764039	0	1
chr1	1	166516654	0	0
chr1	1	216459606	0	0
chr1	0	177966830	0	0
chr1	0	1118467	0	0
chr1	1	96479241	0	0
chr1	0	146071168	0	0
chr1	1	155849227	0	1
chr1	0	78347768	0	0
chr1	0	52149513	0	0
chr1	1	33321277	0	1
chr1	0	146966438	0	0
chr1	0	26030499	0	0
chr1	0	94786355	0	0
chr1	0	65055499	0	0
chr1	0	119090474	0	0
chr1	0	238006155	0	0
chr1	1	169302664	1	0
chr1	1	2235169	0	0
chr1	1	43606749	0	0
chr1	1	21357894	0	1
chr1	1	21956126	0	1
chr1	0	48921279	0	0
chr1	1	34791862	0	0
chr1	0	22108898	0	0
chr1	1	118321993	1	0
chr1	1	172379683	0	0
chr1	0	100328486	1	0
chr1	0	102725473	0	0
chr1	0	66330073	0	0
chr1	1	23514078	0	0
chr1	0	7906009	0	0
chr1	1	3181925	0	1
chr1	0	51830921	0	0
chr1	1	207884838	0	0
chr1	1	109275908	0	0
chr1	1	219464329	0	1
chr1	0	29446656	0	0
chr1	0	176052757	0	0
chr1	1	91854224	0	0
chr1	0	230191072	0	0
chr1	1	247556467	1	0
chr1	1	97270111	0	0
chr1	1	151268066	0	0
chr1	0	174494782	1	0
chr1	1	147599516	0	0
chr1	0	16369877	0	0
chr1	1	203681817	1	0
chr1	0	205670608	0	0
chr1	0	227538872	0	1
chr1	1	110249200	0	0
chr1	0	95274877	0	0
chr1	0	9219285	0	1
chr1	0	32869143	0	0
chr1	1	170403362	0	0
chr1	1	62114219	0	1
chr1	0	35105226	1	0
chr1	0	132115326	0	0
chr1	0	90385243	1	0
chr1	0	241521197	1	0
chr1	1	191832003	0	0
chr1	0	225417480	0	0
chr1	0	138073385	0	0
chr1	0	57623386	1	0
chr1	0	147376015	0	0
chr1	1	153869556	0	0
chr1	1	51871367	0	0
chr1	1	111920328	0	0
chr1	1	102951647	0	0
chr1	1	198929028	1	0
chr1	0	52581396	0	1
chr1	0	10030837	0	1
chr1	0	129824818	0	0
chr1	0	180047540	1	0
chr1	0	202079754	1	0
chr1	0	93136084	0	0
chr1	1	226951321	0	0
chr1	1	77981077	1	0
chr1	1	2596694	0	1
chr1	1	180753217	1	0
chr1	1	181548502	0	0
chr1	1	21034683	0	0
chr1	1	205669336	0	0
chr1	0	163309463	0	0
chr1	1	241550102	0	0
chr1	0	210528017	0	0
chr1	1	42957951	0	1
chr1	0	154815662	0	1
chr1	0	116198325	0	0
chr1	1	113244760	0	1
chr1	1	198589439	1	0
chr1	0	146880543	0	1
chr1	0	192960683	0	0
chr1	1	24703979	0	1
chr1	0	179533032	0	0
chr1	0	131816069	0	0
chr1	1	72478934	0	1
chr1	1	26946110	0	0
chr1	0	189378870	1	0
chr1	0	36494680	0	0
chr1	1	23383982	0	1
chr1	0	72882655	0	0
chr1	0	138943341	0	0
chr1	1	204602943	0	1
chr1	0	208303615	0	0
chr1	0	243992830	0	0
chr1	0	77972996	0	0
chr1	0	70110783	0	0
chr1	1	219906686	0	0
chr1	1	45491937	0	1
chr1	1	117540966	0	0
chr1	1	243291378	0	0
chr1	0	62972695	1	0
chr1	0	194070305	1	0
chr1	0	142075423	0	0
chr1	0	18983390	0	0
chr1	0	155331593	1	0
chr1	1	200991179	0	1
chr1	1	224446213	0	0
chr1	1	42942608	0	0
chr1	1	205798757	0	0
chr1	1	227211513	0	0
chr1	1	36478315	1	1
chr1	1	55030366	1	0
chr1	1	151196393	0	0
chr1	1	57269922	0	0
chr1	0	247816300	1	0
chr1	1	161493797	0	1
chr1	0	61699797	1	0
chr1	0	24020371	0	0
chr1	0	37117137	0	0
chr1	0	74229512	0	0
chr1	1	150351808	0	0
chr1	0	27358006	0	0
chr1	0	125589445	0	0
chr1	1	197629900	0	0
chr1	0	187448457	0	1
chr1	0	92730269	0	1
chr1	0	237012028	0	0
chr1	0	234744599	0	1
chr1	1	175379587	0	0
chr1	0	106824222	0	1
chr1	0	126844668	0	0
chr1	0	74358056	0	0
chr1	1	204611704	0	0
chr1	1	68807756	0	0
chr1	1	230159169	1	0
chr1	1	2212668	0	0
chr1	1	109264661	0	1
chr1	1	227769890	0	0
chr1	1	47556435	0	0
chr1	1	65524195	0	0
chr1	1	39206873	1	1
chr1	0	83653930	0	0
chr1	0	55557584	0	0
chr1	0	177955651	0	0
chr1	0	209272637	0	0
chr1	1	184019972	0	1
chr1	0	201932569	0	0
chr1	0	165610006	0	0
chr1	1	111980076	0	0
chr1	0	62972483	1	0
chr1	0	153033993	0	0
chr1	1	155206101	0	0
chr1	1	235043432	0	0
chr1	1	41831453	0	0
chr1	1	220800221	0	0
chr1	0	247662757	0	0
chr1	0	219422530	0	0
chr1	0	29018148	0	0
chr1	0	114601168	0	0
chr1	0	136103117	0	0
chr1	0	42350072	0	0
chr1	1	55165977	1	0
chr1	1	43543362	0	0
chr1	1	231421877	0	0
chr1	1	109288646	0	1
chr1	1	155015228	0	0
chr1	0	231573152	0	0
chr1	0	119463969	0	0
chr1	1	220796686	0	0
chr1	0	26591971	0	0
chr1	0	127293959	1	0
chr1	0	155358060	0	0
chr1	1	98711697	0	0
chr1	1	196673103	0	0
chr1	0	169249267	0	0
chr1	1	37990219	0	0
chr1	1	19845021	0	1
chr1	0	78169062	1	0
chr1	0	114424049	0	0
chr1	0	112214588	0	0
chr1	1	67023487	0	0
chr1	0	213466756	0	0
chr1	0	74299628	0	0
chr1	1	55137090	0	0
chr1	1	176445645	0	0
chr1	0	64099781	0	0
chr1	1	228371191	0	0
chr1	0	2181004	1	0
chr1	0	43765287	1	0
chr1	1	167749262	0	0
chr1	1	37996149	0	0
chr1	0	131197850	0	0
chr1	0	160084381	1	0
chr1	0	134558278	0	0
chr1	0	99809577	0	0
chr1	0	227748710	0	0
chr1	1	75789543	0	0
chr1	1	30704428	0	1
chr1	1	15482646	0	0
chr1	0	228975824	1	0
chr1	0	192922490	0	1
chr1	0	162385751	0	0
chr1	0	126481759	0	0
chr1	1	152313385	0	1
chr1	1	77984833	0	0
chr1	0	158843932	0	0
chr1	1	220796686	1	0
chr1	0	3801708	0	1
chr1	1	53985325	0	0
chr1	0	121926035	0	0
chr1	0	175967188	0	0
chr1	0	119347483	0	0
chr1	1	112512401	1	1
chr1	0	153952306	0	0
chr1	1	209370215	0	0
chr1	1	25471342	1	0
chr1	0	193614501	0	0
chr1	1	22146013	0	0
chr1	0	126328235	0	0
chr1	0	65313416	0	0
chr1	1	145722014	0	0
chr1	1	25082765	0	0
chr1	0	162102857	1	0
chr1	1	201815159	1	0
chr1	0	161593723	0	0
chr1	0	194938077	0	0
chr1	1	170351610	1	0
chr1	0	242870928	0	0
chr1	1	196687934	1	0
chr1	0	177584052	0	0
chr1	1	21574398	0	0
chr1	0	73419229	0	0
chr1	1	61421219	0	0
chr1	1	177310985	0	1
chr1	1	62017951	1	0
chr1	1	218431336	0	1
chr1	1	70882674	0	0
chr1	0	77119965	0	0
chr1	1	21860959	0	0
chr1	0	140877430	0	1
chr1	1	106770988	0	0
chr1	0	66303321	0	1
chr1	1	204998058	0	1
chr1	1	107050579	0	0
chr1	1	157701026	0	0
chr1	1	150964929	0	0
chr1	1	197699435	0	0
chr1	0	38707509	1	0
chr1	1	220796686	0	0
chr1	0	108610821	0	0
chr1	0	224260175	0	0
chr1	1	172699200	0	0
chr1	0	21404635	0	0
chr1	0	17085821	0	0
chr1	1	104028469	1	1
chr1	1	155938866	0	0
chr1	1	170212222	0	0
chr1	0	153127631	0	0
chr1	0	233320415	0	0
chr1	0	45206306	0	0
chr1	0	194333262	1	0
chr1	1	55158391	1	0
chr1	1	151034063	0	0
chr1	1	28380545	0	1
chr1	0	154377019	0	0
chr1	1	55039974	0	0
chr1	0	189001313	0	0
chr1	1	39178395	0	0
chr1	0	194277967	0	0
chr1	0	200951874	0	0
chr1	0	61921392	0	0
chr1	1	78212446	0	0
chr1	0	58406225	1	1
chr1	0	167641314	1	0
chr1	1	61277488	0	0
chr1	1	23365736	0	0
chr1	1	109275908	1	0
chr1	1	13913797	0	0
chr1	0	232240785	0	0
chr1	1	214517160	0	0
chr1	0	61917593	0	0
chr1	0	31122936	1	0
chr1	1	56459062	0	0
chr1	0	236481313	0	0
chr1	0	175606841	1	0
chr1	1	151041658	0	0
chr1	0	210940718	0	1
chr1	0	66063641	0	0
chr1	0	192564253	0	0
chr1	1	161220460	0	0
chr1	1	97437034	0	1
chr1	0	58031700	1	0
chr1	0	207113823	1	0
chr1	0	47685510	0	0
chr1	0	239586982	1	0
chr1	0	65150590	0	0
chr1	0	147736575	0	1
chr1	1	2184025	0	0
chr1	0	110572327	0	0
chr1	1	213764039	0	0
chr1	1	66518889	0	0
chr1	1	37656262	0	0
chr1	0	136277039	1	1
chr1	0	60999864	1	0
chr1	0	165856935	0	0
chr1	1	95981253	0	0
chr1	0	42785191	0	0
chr1	1	73785442	0	0
chr1	0	219932194	0	0
chr1	1	247912096	0	0
chr1	1	43375311	0	0
chr1	0	44209223	0	0
chr1	1	155270286	0	1
chr1	0	160371587	0	0
chr1	0	232810538	1	0
chr1	0	71477197	1	0
chr1	0	102910290	0	0
chr1	0	69944839	1	0
chr1	0	215151531	0	0
chr1	0	190137065	1	0
chr1	0	96798836	0	0
chr1	1	156080086	0	0
chr1	0	146129031	0	0
chr1	0	28020978	0	1
chr1	1	145804971	0	0
chr1	0	37789617	0	0
chr1	1	1206007	0	0
chr1	0	110294469	0	0
chr1	0	137689140	0	0
chr1	1	150636412	1	1
chr1	1	77349740	0	1
chr1	0	153922909	0	0
chr1	1	61218616	0	0
chr1	0	96901206	0	1
chr1	1	118481017	0	0
chr1	1	181621722	0	0
chr1	1	22135618	0	1
chr1	1	36478315	0	1
chr1	0	196651246	0	0
chr1	1	115755137	0	0
chr1	0	183034583	1	0
chr1	1	66518889	0	0
chr1	1	2806649	0	0
chr1	0	235263683	0	0
chr1	0	169393346	0	0
chr1	1	150024021	1	0
chr1	0	120589416	0	0
chr1	1	111920328	1	0
chr1	1	111197723	0	0
chr1	1	7982766	1	0
chr1	0	63581211	0	0
chr1	0	15834474	0	0
chr1	0	74012777	0	0
chr1	1	169071764	0	1
chr1	1	61421219	1	1
chr1	1	25140138	0	1
chr1	0	234328649	0	0
chr1	0	21012893	0	0
chr1	1	165745179	0	0
chr1	1	170403294	0	0
chr1	0	191827998	0	1
chr1	1	187933850	1	0
chr1	0	134587534	0	0
chr1	1	2863195	0	1
chr1	1	72109877	0	0
chr1	0	108344454	1	0
chr1	1	47487382	0	0
chr1	1	212704434	0	0
chr1	0	213312725	0	0
chr1	0	156470729	0	0
chr1	1	180599974	0	0
chr1	1	111191500	0	0
chr1	1	245254798	0	1
chr1	0	1642934	0	0
chr1	1	97933063	0	0
chr1	1	198575600	0	0
chr1	1	154387439	0	1
chr1	1	50974421	0	0
chr1	0	168994054	0	0
chr1	0	241008007	0	0
chr1	0	223654422	0	1
chr1	1	25540347	1	0
chr1	1	85792920	1	0
chr1	0	7163273	0	0
chr1	0	206215096	0	0
chr1	1	231385128	0	0
chr1	1	89778450	0	0
chr1	0	101505942	0	1
chr1	1	18678994	0	0
chr1	1	156141496	0	0
chr1	1	102915337	0	0
chr1	0	173833003	1	0
chr1	0	201765080	0	0
chr1	1	83468757	1	1
chr1	1	77998184	0	0
chr1	0	75676551	0	0
chr1	0	8960107	0	0
chr1	0	170271084	0	0
chr1	1	149920033	0	1
chr1	0	34378640	0	0
chr1	1	172746562	0	0
chr1	0	178300068	0	0
chr1	1	119102543	0	0
chr1	1	170743349	1	0
chr1	0	141534962	0	1
chr1	1	243669258	0	0
chr1	0	227722986	0	0
chr1	0	233734395	0	0
chr1	0	7064515	1	0
chr1	0	75856402	1	0
chr1	1	239035659	0	0
chr1	1	61421219	1	0
chr1	0	184471686	0	0
chr1	1	201001921	0	0
chr1	1	62658794	1	0
chr1	1	150713240	0	0
chr1	0	57862641	0	0
chr1	0	101693907	0	0
chr1	1	20844893	0	0
chr1	1	21813401	0	0
chr1	0	3705392	0	1
chr1	0	201528009	0	0
chr1	1	171547724	0	0
chr1	0	62858477	0	0
chr1	1	243612815	0	0
chr1	0	151293523	0	0
chr1	1	177920345	0	0
chr1	1	230159944	0	0
chr1	1	35721797	0	1
chr1	1	224412564	0	0
chr1	1	23460528	0	0
chr1	1	74527379	0	0
chr1	1	71052470	1	1
chr1	0	246043755	0	0
chr1	0	127581489	0	0
chr1	1	116990168	0	1
chr1	0	13667388	1	0
chr1	0	7893616	0	0
chr1	0	76389817	0	0
chr1	0	157899274	0	0
chr1	0	66342955	0	0
chr1	0	225263835	1	1
chr1	1	219414042	0	1
chr1	0	36087768	0	0
chr1	0	167327865	0	0
chr1	0	218478776	0	0
chr1	1	55033483	0	1
chr1	0	189102276	0	0
chr1	1	118321979	0	0
chr1	0	116998002	0	0
chr1	0	162364869	1	0
chr1	0	127087949	1	0
chr1	0	138496311	0	0
chr1	1	161219103	1	0
chr1	0	50184557	0	0
chr1	0	86982195	0	0
chr1	0	157714514	0	0
chr1	0	178714948	0	0
chr1	1	107545203	1	0
chr1	0	20351444	0	1
chr1	1	61421219	0	0
chr1	0	84760073	0	0
chr1	0	95121401	0	1
chr1	1	173340574	0	0
chr1	1	109928142	0	1
chr1	1	196706731	0	0
chr1	1	55060755	0	0
chr1	0	200773083	0	0
chr1	1	44241623	0	0
chr1	1	154890476	0	0
chr1	0	95264884	1	0
chr1	0	47281031	0	0
chr1	0	240139772	0	0
chr1	0	111571141	0	0
chr1	0	20960735	1	0
chr1	0	153691669	0	0
chr1	0	128950878	0	0
chr1	0	124975970	1	0
chr1	0	38275018	1	0
chr1	0	92308869	0	0
chr1	1	1211405	0	0
chr1	0	190363757	0	0
chr1	0	239070702	0	0
chr1	1	62658794	0	0
chr1	1	22286197	0	1
chr1	0	240862838	0	0
chr1	1	22205049	0	0
chr1	1	21625531	0	0
chr1	1	111350283	0	0
chr1	1	51832289	0	0
chr1	0	81720330	1	1
chr1	1	109254135	0	0
chr1	1	161545536	0	0
chr1	0	103704695	0	1
chr1	1	154435237	0	0
chr1	1	205745350	0	0
chr1	1	244265229	0	0
chr1	1	119084811	0	0
chr1	0	112327835	0	0
chr1	0	171796371	0	0
chr1	1	43338136	0	0
chr1	0	45447683	1	0
chr1	1	165766938	0	1
chr1	0	229404968	0	0
chr1	1	196682995	0	0
chr1	1	170159467	0	0
chr1	0	104269008	0	0
chr1	1	205274633	0	0
chr1	0	153427899	0	0
chr1	1	156113677	0	0
chr1	1	169101212	0	1
chr1	0	32180278	0	0
chr1	0	76289495	1	0
chr1	1	56549996	1	0
chr1	0	200558847	0	1
chr1	0	24539290	1	0
chr1	0	34507845	0	0
chr1	1	114004104	0	1
chr1	0	147569000	0	0
chr1	0	47414640	1	0
chr1	0	60730701	0	1
chr1	0	207396484	0	0
chr1	0	206220449	0	0
chr1	0	130543007	0	0
chr1	0	147046077	0	0
chr1	1	65776324	0	1
chr1	0	102046594	1	0
chr1	0	174829486	0	0
chr1	1	234680808	0	0
chr1	0	204321136	1	0
chr1	0	2211065	0	0
chr1	1	149911259	1	0
chr1	1	218508919	0	1
chr1	1	77479950	0	0
chr1	0	143042316	0	0
chr1	1	161509955	0	0
chr1	0	153932711	1	0
chr1	1	96421814	1	0
chr1	1	168417547	0	0
chr1	0	189950708	0	1
chr1	0	76589445	0	0
chr1	0	58391993	0	0
chr1	0	99802319	0	0
chr1	1	194696048	0	0
chr1	1	169342626	0	0
chr1	1	46110871	0	0
chr1	0	57599028	0	0
chr1	1	230160042	1	1
chr1	1	101564286	0	0
chr1	1	20589208	0	1
chr1	1	235876577	0	1
chr1	0	32727415	1	0
chr1	1	78762271	0	0
chr1	1	155183255	1	0
chr1	0	218643814	0	1
chr1	1	118973782	0	0
chr1	0	241151555	0	0
chr1	0	37319405	0	0
chr1	1	150712010	1	0
chr1	0	919605	0	0
chr1	0	221332076	0	0
chr1	0	132312685	0	0
chr1	0	119267532	0	0
chr1	0	224400258	0	0
chr1	0	203794829	0	0
chr1	1	203686623	0	0
chr1	1	170366944	0	0
chr1	1	158550947	0	0
chr1	0	157897280	0	0
chr1	0	82739187	0	0
chr1	0	87496435	0	0
chr1	1	960891	0	0
chr1	1	39622371	1	0
chr1	0	91576802	0	0
chr1	1	172827365	0	0
chr1	0	123001644	0	0
chr1	1	109264661	0	1
chr1	0	172626311	1	0
chr1	0	108889542	0	1
chr1	0	44778651	1	0
chr1	0	149602339	0	0
chr1	0	238058185	0	0
chr1	1	115135325	0	0
chr1	0	110658627	0	0
chr1	1	36505310	0	0
chr1	1	78062228	1	0
chr1	1	170339246	0	0
chr1	1	217983432	0	0
chr1	1	22365104	0	1
chr1	0	97080451	0	0
chr1	1	233204408	0	1
chr1	1	116587089	0	0
chr1	1	246804751	1	1
chr1	0	82594996	0	0
chr1	0	38734883	0	0
chr1	0	96726405	0	1
chr1	0	37915063	0	0
chr1	1	25243590	0	1
chr1	0	106932286	0	0
chr1	1	16126676	0	0
chr1	0	224354033	0	0
chr1	1	43634413	0	0
chr1	0	94781205	0	0
chr1	0	164987268	0	0
chr1	0	110514022	0	0
chr1	0	110584029	0	0
chr1	1	248523676	0	0
chr1	0	150115669	1	0
chr1	1	177365646	0	0
chr1	0	208496421	0	1
chr1	0	210749530	0	0
chr1	1	24963243	0	0
chr1	1	54263185	1	1
chr1	1	23514124	0	1
chr1	1	25406057	0	0
chr1	0	189872881	0	0
chr1	0	1704567	0	1
chr1	0	204114565	0	0
chr1	0	169970217	0	0
chr1	0	218193387	0	1
chr1	0	171395136	1	0
chr1	1	3402205	0	0
chr1	0	7712601	0	1
chr1	1	109612066	0	1
chr1	0	105487047	0	0
chr1	1	111920328	0	0
chr1	1	218966951	0	0
chr1	0	182203934	0	0
chr1	0	122353503	0	0
chr1	1	87666697	1	0
chr1	1	50374068	0	0
